applicant_id,annual_income,monthly_expenses,credit_score,existing_loans,total_existing_loan_amount,outstanding_debt,bank_acc_history
701,127311,4767,797,1,5106,3393,7
702,112248,563,832,0,29960,22890,5
703,54828,4864,844,2,30696,10926,2
704,132512,4248,760,0,40624,215,3
705,148709,2678,841,2,25841,29446,3
706,45548,3367,385,1,46288,6005,2
707,119866,2106,840,1,34454,9109,0
708,60913,1101,512,2,33448,9187,9
709,66386,2827,802,2,11762,14327,9
710,76215,1541,761,2,28619,15062,5
711,37405,4752,508,0,35601,28487,4
712,64191,1121,810,0,43913,17303,3
713,135297,1958,701,2,37687,5581,3
714,111961,1062,810,0,25136,7196,0
715,91500,1963,795,0,39047,29542,1
716,44574,2898,475,2,4448,22816,6
717,42507,4610,460,1,42819,10843,2
718,53321,2324,314,2,45686,15545,2
719,52016,1711,843,2,11072,23949,4
720,63136,720,574,2,36354,19530,8
721,54628,1835,474,1,33059,23151,7
722,137244,3428,842,1,45864,22713,8
723,99870,966,728,1,42686,2938,8
724,58884,2423,356,1,39516,25323,4
725,142540,3669,834,0,36380,9828,8
726,55416,2588,587,2,12478,14150,1
727,80577,4464,805,1,44325,16195,0
728,46375,810,327,2,42175,22086,1
729,58500,2841,743,0,42156,18050,0
730,134556,547,810,0,30726,20875,4
731,73707,2653,807,1,11681,15712,9
732,64160,3029,344,0,17736,28338,9
733,118219,4478,818,2,43254,22774,3
734,71621,2941,783,1,36338,2275,2
735,64456,4064,789,2,11842,11104,2
736,63734,3445,429,1,24016,24250,8
737,55371,1763,704,1,39550,2313,0
738,60357,4316,592,1,40794,5117,8
739,116670,711,838,2,4737,24686,7
740,87617,2085,809,2,31774,29730,0
741,115938,2705,797,1,22385,9136,2
742,79651,830,754,1,17659,24609,8
743,50484,4632,329,0,11700,6691,4
744,131471,4989,759,0,1078,26480,7
745,115272,1093,785,0,3293,21319,2
746,30659,1600,350,2,5880,25504,3
747,109224,1738,752,1,11399,11244,4
748,138896,3554,718,1,40724,3417,7
749,37893,1553,446,2,8311,28110,0
750,106837,1063,755,0,44253,312,1
751,67485,3171,784,0,6975,26216,3
752,31881,4240,462,1,17921,24120,8
753,139546,4323,765,0,36543,9920,3
754,125929,1464,771,2,898,10894,2
755,131323,3472,846,0,30828,23072,0
756,53121,3867,430,0,1241,23822,7
757,111655,841,736,2,12575,11843,3
758,138696,1207,729,2,7118,1110,0
759,42377,4693,337,0,43751,18999,0
760,35733,1552,549,2,42742,12258,5
761,79859,4922,704,1,39533,5416,6
762,121058,2316,800,1,14260,5846,6
763,148151,2124,727,0,41985,10404,9
764,69081,716,359,0,44501,5911,2
765,149664,2477,773,2,45737,20716,0
766,50167,1073,767,2,35970,6607,1
767,34502,3325,573,1,42088,18710,1
768,30951,4564,394,1,23997,20700,5
769,82164,2763,756,1,47719,25816,9
770,33124,1598,539,1,14466,467,0
771,122363,4966,739,0,7490,6513,4
772,35615,2258,314,2,28895,26816,3
773,136120,4370,825,1,26247,23955,1
774,52117,4751,752,0,17448,15378,7
775,33298,3711,558,2,35427,9923,9
776,146398,511,723,0,11361,25606,6
777,118918,2201,824,2,1331,10673,5
778,64891,3116,429,2,437,20044,8
779,59831,3021,585,2,4289,993,9
780,147546,3203,716,1,3773,29463,0
781,148454,881,754,2,41753,25210,5
782,93386,2687,738,0,23035,9297,1
783,109200,2848,847,0,33162,24655,5
784,78752,2327,793,0,23399,2608,8
785,76841,2564,736,0,30714,28964,2
786,54945,1549,580,2,4535,11331,6
787,137915,4158,741,1,9810,7405,9
788,124831,531,814,0,29670,17337,2
789,98921,2903,760,0,42611,27980,5
790,40227,4103,392,2,22653,22552,2
791,100757,3254,840,1,17065,28522,3
792,60811,3619,838,2,48659,5870,5
793,55985,2072,778,2,39563,24593,6
794,91899,2753,836,0,39165,2098,3
795,89278,3502,807,1,9142,21291,0
796,49264,2914,491,0,636,18490,9
797,53416,3182,302,1,1056,1643,8
798,124864,3797,798,2,117,2969,6
799,76416,2667,846,2,1744,15900,0
800,27281,742,427,0,26170,14621,3
801,65134,3857,375,1,34692,13403,1
802,106708,551,785,2,25082,19364,3
803,122337,3045,841,1,29882,13770,8
804,105755,1145,803,0,49538,20003,2
805,89347,3443,719,1,24119,8790,3
806,21655,4292,550,1,12565,16296,7
807,41678,1687,505,0,10459,16216,1
808,42124,1126,320,0,10126,11489,2
809,77703,2568,811,0,38478,28958,1
810,91626,2063,772,2,20803,12746,8
811,46433,4019,389,1,10144,28074,2
812,66428,4168,435,2,35639,29670,8
813,132345,1056,802,1,12593,8448,5
814,20852,1172,590,1,748,17685,3
815,45377,2535,443,2,6688,10348,0
816,115829,731,734,0,6085,666,1
817,124746,3577,716,2,43331,9871,1
818,106325,3367,772,2,17717,21547,5
819,146983,4998,706,0,13267,24970,5
820,135507,4321,848,2,32797,11020,9
821,26451,1546,449,0,27366,15780,8
822,87064,4126,739,2,12279,20610,6
823,106187,757,800,2,7373,19121,9
824,62021,2029,711,2,26565,18585,3
825,59249,2535,755,1,13493,18043,0
826,54075,718,577,2,42305,18596,6
827,85400,4202,772,2,8748,9046,5
828,112223,4818,832,0,28390,4193,7
829,43705,3781,425,2,47984,4179,3
830,113194,2087,726,0,10847,16109,3
831,68324,3105,814,0,11678,11838,7
832,67913,811,824,1,45904,9463,3
833,141810,2615,765,2,12795,15910,8
834,92913,3853,846,0,4677,15837,8
835,101724,3046,721,2,1457,7882,1
836,109585,1885,806,1,18948,21710,3
837,44992,1098,599,2,33529,21883,6
838,105332,1950,740,1,10862,22751,4
839,145903,4099,782,2,39780,23006,7
840,98645,1869,736,2,42995,13354,9
841,56093,3134,755,2,8880,22156,5
842,56426,1194,707,1,12344,19591,3
843,124498,2208,807,1,41825,14986,5
844,27782,666,307,0,11501,2809,1
845,140449,4931,820,2,40906,19332,3
846,53396,1400,736,2,32902,22556,0
847,55831,3919,776,2,34107,8255,5
848,49386,929,457,2,11577,28976,5
849,137366,4915,822,0,35271,12935,0
850,111775,872,768,2,32414,3326,2
851,95606,1398,761,0,14875,23828,0
852,21460,3459,518,2,12677,4707,1
853,101164,4612,744,0,45493,21610,9
854,21724,4702,573,1,26945,24819,8
855,59909,3913,705,0,44802,1549,0
856,58524,943,822,1,21495,12121,8
857,122044,3337,767,2,14512,26588,1
858,106545,3142,796,1,49460,16359,5
859,143846,2707,819,1,21108,992,1
860,97112,2035,779,0,46016,24807,3
861,32622,2518,498,0,32095,7391,1
862,62468,1001,800,2,25557,5673,8
863,88655,3255,823,0,25315,26968,1
864,111352,4307,747,1,13193,4713,2
865,88031,4709,759,2,6116,26073,8
866,64597,963,829,2,3579,5919,4
867,78586,4415,829,2,38073,3751,3
868,74185,3161,824,0,4263,16336,6
869,46944,1381,349,1,45185,9089,5
870,36866,3225,446,2,9806,8867,4
871,95367,4301,824,0,21350,450,2
872,54488,3082,827,1,15336,12142,0
873,66415,3552,790,2,21713,13763,3
874,131829,2235,846,1,11919,2220,8
875,61279,2735,709,0,22903,8380,7
876,110250,2170,825,0,8423,29566,7
877,39802,1774,557,2,12474,21860,6
878,136652,3466,806,0,27964,22596,0
879,50156,1966,707,1,5478,4882,9
880,89664,2560,749,0,14449,22352,8
881,120248,1961,844,2,10842,3524,0
882,130673,1581,818,1,43150,10828,9
883,54504,3409,751,1,44633,19766,3
884,75113,3063,797,2,28387,12892,6
885,40021,1332,535,1,18033,27273,8
886,127382,2435,705,0,32578,19183,7
887,147157,674,702,1,13240,2643,9
888,57491,2965,764,1,11278,12027,5
889,125598,1377,744,2,5542,12843,9
890,106458,2175,732,2,18282,11967,4
891,22141,1914,455,0,11214,26023,6
892,64049,4001,407,2,12093,1075,7
893,54083,4622,539,0,41662,12760,1
894,93506,1327,799,2,37254,4038,1
895,78188,1032,737,2,44210,15422,7
896,106852,1924,712,0,3641,25488,3
897,141962,2305,818,1,10215,11725,7
898,65869,2012,371,1,40570,11211,6
899,73442,631,763,1,43225,20907,1
900,102751,1073,764,1,30628,27026,2
901,120065,3610,807,0,29211,5375,5
902,112784,3037,757,2,16146,4226,1
903,88513,2557,797,2,12534,12975,0
904,70565,2911,747,2,4772,12434,4
905,90956,1572,770,1,33129,24617,1
906,57832,1409,478,2,38749,9422,7
907,44908,2681,563,1,28606,11947,8
908,144943,4731,750,0,10472,11523,2
909,105848,2582,705,1,37346,9311,9
910,116104,3539,754,1,34344,28942,7
911,87526,1368,812,2,15590,21654,1
912,143347,3487,720,1,42055,7512,4
913,114017,798,732,1,42421,9383,9
914,74819,4326,749,2,33924,29563,4
915,113732,4193,839,1,38651,204,5
916,66371,1638,822,1,23290,19554,2
917,132786,4407,785,2,8738,13340,5
918,40995,1359,524,2,13506,18407,1
919,25949,4745,566,1,11616,11060,5
920,101555,4483,811,1,37783,9357,3
921,53692,3946,571,1,41420,413,7
922,75973,3220,827,2,22594,1452,1
923,22531,649,368,2,45909,19799,5
924,69462,2324,347,1,26103,22622,1
925,102728,1300,727,0,48981,28983,1
926,109474,1343,841,1,9924,10873,6
927,122652,3693,801,2,13469,20406,7
928,65379,948,710,2,34313,989,1
929,103137,1907,714,0,13387,18366,3
930,144261,803,703,1,34930,22850,3
931,145862,910,828,1,3750,15849,1
932,50251,4919,502,0,31024,10281,6
933,47059,1289,565,2,26836,9165,1
934,67146,1474,765,2,45133,23892,1
935,117707,3900,820,1,20160,731,6
936,74973,594,812,0,43403,21066,2
937,58574,2668,837,1,29481,22452,6
938,40356,987,435,0,48796,16306,2
939,127519,2948,712,1,44667,23321,7
940,65434,1674,776,0,10062,18692,8
941,109070,951,785,2,49007,17274,3
942,120733,3148,811,1,29378,2796,6
943,88113,2125,739,0,23509,2452,4
944,60947,1388,489,2,11481,4267,8
945,122880,4046,767,1,30106,25484,5
946,149541,865,787,1,42542,9176,8
947,79589,1593,715,1,24786,20218,9
948,62262,1912,542,0,45978,22554,1
949,68453,806,478,2,25499,26446,9
950,70590,3684,819,1,18227,6850,3
951,80904,2524,787,2,49699,15521,5
952,64733,1444,731,2,21377,13068,0
953,99113,3230,752,0,25687,24942,1
954,49471,1370,527,2,42288,21062,1
955,79034,4446,740,1,9761,29056,7
956,115222,3177,844,1,48328,18478,7
957,99681,1597,758,0,43286,8743,5
958,128999,2494,772,1,47852,28181,3
959,119299,4013,767,2,12318,24660,8
960,24896,2856,340,2,49051,19992,4
961,59699,3622,809,1,14445,11005,9
962,135947,1505,781,0,33100,17443,5
963,64206,3112,798,0,25769,13599,4
964,143747,1753,844,2,43219,16745,7
965,83237,977,845,1,7488,7313,0
966,56389,3837,743,0,46056,20603,1
967,25502,3455,492,0,5104,13864,0
968,67208,1369,726,2,8939,28996,4
969,149252,1217,775,0,20780,20721,6
970,119942,3875,836,1,20368,23002,0
971,126307,4448,779,1,48750,22109,0
972,31303,4907,412,2,20969,13690,0
973,60080,2804,450,1,35497,14119,7
974,66185,4606,845,0,2322,7659,7
975,55189,2705,720,0,3631,15006,2
976,80297,4270,843,1,41050,16103,2
977,65442,901,759,1,44211,11724,2
978,50351,4578,810,1,31019,25686,7
979,144698,2312,766,2,27117,8691,7
980,119073,969,832,1,29719,16326,5
981,78987,2084,719,2,32130,7658,3
982,20966,3083,519,0,36922,16649,0
983,127754,3528,720,0,35003,19996,8
984,106756,3084,748,2,14617,18090,7
985,31697,4779,594,0,19993,16197,4
986,82778,3976,807,0,24145,17028,9
987,62760,1461,840,2,2236,27181,9
988,110353,2352,745,0,24989,20030,1
989,147517,4440,843,1,47254,3171,7
990,30686,1583,347,1,22811,29712,4
991,28513,3205,508,0,40802,14507,4
992,65119,4014,744,1,43215,12366,3
993,76477,1094,701,2,8841,1919,1
994,70847,3322,713,1,21704,27857,2
995,85619,3164,781,2,23649,28394,6
996,59730,1247,760,2,45407,12576,8
997,28713,4333,300,2,11189,26643,5
998,58318,2113,762,2,40992,18623,8
999,39761,3311,594,0,41747,24442,8
1000,52301,2154,724,2,44193,25255,8
1001,80128,3745,790,1,30146,381,1
1002,84880,2997,729,2,46972,24846,4
1003,26051,2188,346,2,31827,22853,8
1004,34874,3098,330,1,26761,21124,0
1005,44697,4494,421,1,3591,6797,6
1006,97444,2578,745,1,40309,27907,8
1007,58811,2122,726,2,49320,15750,4
1008,55022,2229,347,0,27526,7630,1
1009,106381,3250,761,0,37375,25004,0
1010,54568,2948,727,0,42504,5508,8
1011,60749,3207,834,2,8791,8710,4
1012,30269,4334,382,1,23013,21169,9
1013,25352,3422,389,0,22217,27444,8
1014,117438,2785,741,2,23354,19797,2
1015,30522,3171,420,1,41618,5942,2
1016,64969,4361,534,2,8994,29874,9
1017,86988,1845,839,2,21927,9238,2
1018,144269,1987,816,1,40422,3144,9
1019,58522,2624,464,2,44945,11173,6
1020,142054,2182,713,2,42907,16591,3
1021,108601,4255,845,0,19400,12129,6
1022,96242,3593,815,1,12922,15192,9
1023,51124,4051,381,1,15033,16661,3
1024,37086,2517,383,0,44445,16962,1
1025,65201,763,498,0,28787,17510,1
1026,133189,638,812,2,9423,28938,0
1027,33948,1159,440,0,20257,15366,5
1028,42852,2385,537,1,6204,27881,6
1029,50884,4107,771,1,24062,29900,1
1030,32684,535,496,2,44398,29326,6
1031,138260,3192,838,0,15523,5718,6
1032,123375,3800,745,0,38209,20341,6
1033,69250,3372,789,2,41497,1127,5
1034,97641,1839,739,2,33920,16488,9
1035,94685,4252,844,0,28770,19642,4
1036,50050,4214,844,1,30970,10017,5
1037,52345,4644,797,1,31578,25217,8
1038,61321,1671,473,0,35903,13248,3
1039,55085,1767,736,0,16990,13429,0
1040,135090,1133,811,0,34014,11218,7
1041,53820,2856,807,0,38318,26102,0
1042,41054,1261,567,0,35758,3688,3
1043,67730,4313,765,0,25333,9413,1
1044,59901,2554,738,1,9051,1074,6
1045,69097,2638,372,2,39308,11255,4
1046,105512,2240,725,0,34950,16113,2
1047,129138,2060,769,1,11954,14791,1
1048,111754,562,709,0,14614,781,0
1049,68410,1079,448,1,21384,2321,6
1050,87613,1189,708,2,32688,7828,0
1051,40114,4487,410,0,25173,2064,5
1052,100226,1198,849,0,2714,5092,9
1053,53715,703,463,1,33882,27998,5
1054,48887,2638,466,0,21641,9629,0
1055,66708,4324,494,2,27790,22483,1
1056,102051,3617,705,1,7163,4736,8
1057,23727,1800,573,1,41679,20675,2
1058,99367,4738,791,2,4062,6551,0
1059,134859,2737,734,2,26291,29455,8
1060,74645,4413,820,0,7922,28971,7
1061,24816,1089,556,2,41042,7259,0
1062,42932,987,567,2,38023,12831,1
1063,33248,1523,539,1,8403,18118,1
1064,92083,4459,813,2,2483,6345,5
1065,94494,1934,770,0,27527,275,1
1066,59920,4563,514,1,16256,20908,8
1067,82982,1884,703,0,42823,11213,1
1068,54989,1164,744,0,35809,8304,5
1069,118984,1921,815,2,45387,16963,2
1070,89831,4793,794,0,11202,7967,8
1071,62059,1323,837,1,1888,152,4
1072,115875,1384,835,2,40869,14563,1
1073,110807,4090,712,2,24118,19376,2
1074,127785,876,792,0,27362,25865,1
1075,68676,1046,497,1,35107,10378,1
1076,103287,2540,830,1,6416,11901,5
1077,77723,2822,772,1,19006,15456,9
1078,77469,1016,802,0,6627,3007,9
1079,93269,4110,775,0,41150,994,2
1080,35009,2069,316,0,45359,10839,6
1081,68971,2986,590,0,34850,22287,9
1082,112285,4489,757,1,4196,11966,2
1083,121788,4391,845,2,26556,25772,5
1084,60665,2161,578,0,28871,19519,0
1085,21439,2741,465,0,48709,2058,7
1086,125325,1658,810,2,19262,15378,4
1087,122523,1563,714,0,11246,913,6
1088,90834,4495,716,0,39513,25747,1
1089,21625,2530,360,0,4206,4405,3
1090,95760,1011,770,0,37180,7455,2
1091,43954,3538,469,0,23406,3151,1
1092,78434,815,774,1,33521,4169,7
1093,91422,691,761,0,44019,16672,3
1094,81823,2299,767,0,22208,25226,7
1095,103853,2369,790,1,265,7082,7
1096,88533,3125,752,0,4729,25765,6
1097,139235,4421,706,1,48978,16204,2
1098,101657,4047,702,2,20383,11435,1
1099,31809,3911,571,0,22941,17897,3
1100,50292,1206,793,1,13268,10233,6
1101,77072,1145,800,1,14513,18197,9
1102,43690,3119,554,1,15497,14214,8
1103,21298,3936,544,1,34807,4576,9
1104,45246,2308,565,1,1132,22315,3
1105,52637,2656,516,2,38472,3712,4
1106,146577,3583,701,2,33549,12345,4
1107,148848,1237,825,2,26796,11755,0
1108,43157,4190,304,0,10516,15404,6
1109,148482,2670,751,0,43485,22942,3
1110,138932,663,748,2,15681,29797,7
1111,63147,524,557,0,18386,11802,4
1112,95705,1268,814,1,21279,10433,6
1113,101112,749,784,2,41955,6111,3
1114,114620,4668,790,2,31995,20656,6
1115,109604,4964,790,1,30923,22511,7
1116,141800,549,730,1,7969,17611,9
1117,132947,1901,778,0,30199,6246,8
1118,60527,1871,455,2,48014,18135,0
1119,99586,4861,818,2,9880,17421,9
1120,97790,4403,751,1,27157,15889,6
1121,45215,3138,320,1,30013,14553,5
1122,66203,4781,311,1,48743,5450,4
1123,63084,680,580,0,22851,27670,6
1124,61232,1619,567,1,15365,15701,7
1125,73225,3362,824,1,2101,23427,9
1126,91106,4889,839,1,38179,3711,8
1127,128148,3059,775,0,22812,22469,8
1128,144618,2134,710,0,41817,23270,9
1129,102251,2443,819,1,10592,25956,4
1130,140079,2845,820,2,14627,24907,7
1131,42841,1577,580,1,15826,7509,6
1132,75565,4608,780,2,33974,4691,0
1133,126548,3275,770,0,46350,21805,4
1134,94132,1061,841,1,20094,20607,4
1135,144656,4533,788,2,44139,23423,6
1136,64745,2377,703,0,31888,26242,5
1137,37319,4935,420,0,15090,22606,5
1138,111362,3939,818,0,36507,27839,0
1139,80154,1320,705,2,22303,20103,1
1140,54452,4343,727,0,11841,10185,8
1141,38085,986,517,2,27960,11808,9
1142,104595,2477,780,1,34828,18800,9
1143,94938,2455,827,1,24349,27025,1
1144,135281,2769,763,0,705,23340,4
1145,129028,2519,787,0,15569,4526,8
1146,24781,618,504,0,14710,7424,8
1147,25225,4344,334,0,49773,25020,1
1148,145638,1043,849,1,5962,16004,8
1149,54705,1481,313,2,39837,9023,8
1150,55022,1541,461,1,46847,9706,0
1151,43548,3642,431,0,8084,677,2
1152,57348,2611,534,2,48547,8823,1
1153,94430,2806,760,0,48287,14014,7
1154,111634,4063,759,2,21787,20730,5
1155,78162,3292,749,1,47326,17773,7
1156,29514,735,305,0,16547,16684,9
1157,63330,3502,805,2,36868,4020,0
1158,61643,1094,588,1,49789,7733,6
1159,28002,2611,367,1,24287,18447,9
1160,108631,4947,767,1,16582,26825,6
1161,50156,3513,579,0,36000,12816,7
1162,82795,854,824,1,17387,15321,5
1163,73391,1751,812,0,1275,25489,2
1164,49879,2838,422,0,18565,8181,8
1165,118377,1912,725,0,43705,11561,7
1166,25886,1708,534,2,18848,3678,3
1167,21061,1189,499,2,22383,1211,4
1168,135955,4902,710,0,43997,11403,3
1169,68187,3732,762,0,12937,7101,7
1170,127222,1666,803,2,20455,21606,9
1171,119459,3589,742,1,9764,17381,5
1172,68200,3441,420,0,6345,3230,7
1173,142363,2681,849,0,26533,9851,6
1174,146493,4282,738,2,5213,17694,9
1175,54690,4220,703,2,444,28436,8
1176,142885,2892,738,0,16811,21696,6
1177,58776,4715,555,1,47575,4698,2
1178,96967,2831,740,2,22319,21084,3
1179,56699,3200,575,0,28662,14203,1
1180,127047,4983,723,0,24528,2562,3
1181,21492,3546,400,2,22816,14947,4
1182,102860,546,783,0,42006,15961,1
1183,144967,4257,790,0,35780,24885,4
1184,43188,2092,324,2,24591,7597,8
1185,52796,2660,768,2,31862,13570,7
1186,52493,4844,598,1,5510,2459,3
1187,127936,1928,779,2,46699,20823,7
1188,52913,2263,753,0,31398,21249,0
1189,99931,1693,841,2,8329,23015,8
1190,21145,3002,548,1,12956,128,4
1191,133511,2554,715,2,19694,16934,0
1192,104865,1711,827,2,2074,26562,2
1193,114536,4718,770,2,38439,5494,3
1194,89788,4975,700,2,37332,29977,9
1195,149016,3122,802,0,18713,3108,7
1196,62001,971,422,2,7738,6212,2
1197,22410,4639,424,1,37537,21536,3
1198,66859,3753,446,1,43403,21097,9
1199,39367,1684,459,0,11446,2858,7
1200,104180,1720,798,0,12946,25331,5
1201,57006,2207,363,1,44201,6507,8
1202,146598,1770,715,0,45812,23084,7
1203,66458,560,734,0,2489,20352,6
1204,120618,3994,708,1,43971,21640,0
1205,96659,4472,761,1,13809,12609,5
1206,59400,1900,458,1,33194,25626,8
1207,56999,3013,706,2,44109,26195,5
1208,74179,980,826,0,16316,4893,1
1209,79931,2028,824,1,42093,10173,4
1210,33477,1533,386,2,44777,21488,1
1211,65252,2054,835,2,38636,26170,1
1212,114679,2313,700,0,20133,28595,2
1213,50453,3768,797,2,12166,698,3
1214,37733,4043,563,0,29804,28337,1
1215,65028,3869,723,2,14544,1553,9
1216,108714,4477,765,2,47581,3295,6
1217,72965,513,784,2,41150,21813,3
1218,55934,2803,712,2,39805,14004,5
1219,107528,3751,827,2,46641,18366,3
1220,68416,3762,803,2,7246,6426,7
1221,30539,3357,399,0,47389,7683,2
1222,69218,2536,809,1,32814,5391,7
1223,110912,1914,790,1,23164,17790,1
1224,52065,4077,518,1,24850,6618,8
1225,66000,3005,771,1,3117,13890,7
1226,78057,3646,700,2,31391,22452,6
1227,120833,2926,838,1,7397,20731,7
1228,123810,2687,767,2,27049,24097,2
1229,67455,3424,452,0,13678,10909,4
1230,123269,1328,823,0,24211,29390,0
1231,20033,2665,394,1,7047,29427,3
1232,109665,4243,739,1,1091,20730,7
1233,136884,4655,723,2,29609,21555,5
1234,74953,2962,718,1,49556,29211,8
1235,141811,4248,749,0,4008,8565,8
1236,146111,1286,774,0,43890,546,4
1237,28525,1910,525,0,35086,29431,8
1238,144764,4660,813,1,33981,11552,6
1239,67223,2630,560,1,40363,16314,2
1240,58919,3965,742,0,44153,25945,6
1241,35872,3665,352,1,13218,14821,1
1242,26384,511,591,1,5971,2244,7
1243,33758,4525,400,2,30000,20085,9
1244,20480,2166,455,0,2975,5241,2
1245,43929,2964,576,0,25803,2497,4
1246,140125,759,718,0,21679,8407,7
1247,87754,3690,703,1,25102,27183,1
1248,63168,862,705,1,32040,4576,4
1249,51017,4190,545,2,36578,16940,3
1250,120676,3071,723,1,23003,4270,6
1251,39426,1107,583,2,41266,29145,7
1252,66346,4665,729,1,20657,9496,7
1253,121463,2538,778,2,19783,27351,0
1254,55791,3053,787,0,43396,25394,7
