applicant_id,gender,age,marital_status,dependents,education,employment_status,occupation_type,residential_status,address_state
422,Male,35,Married,1,Graduate,Self-Employed,Salaried,Own,MA
423,Male,48,Divorced,2,High School,Self-Employed,Freelancer,Rent,NJ
424,Male,26,Single,2,Graduate,Employed,Freelancer,Own,CT
425,Male,47,Married,2,High School,Self-Employed,Freelancer,Rent,CA
426,Male,33,Single,1,High School,Employed,Freelancer,Rent,CA
427,Male,34,Single,1,Graduate,Employed,Salaried,Own,OR
428,Male,69,Married,0,High School,Employed,Salaried,Rent,MA
429,Female,35,Single,3,Graduate,Unemployed,Professional,Own,CT
430,Male,48,Married,0,High School,Self-Employed,Freelancer,Own,FL
431,Female,47,Married,3,High School,Employed,Freelancer,Own,CA
432,Male,27,Divorced,0,High School,Self-Employed,Business,Own,NJ
433,Female,43,Married,1,Graduate,Employed,Salaried,Own,CA
434,Male,25,Single,0,High School,Employed,Salaried,Own,VA
435,Male,48,Married,0,Graduate,Employed,Freelancer,Own,CA
436,Female,46,Single,3,Graduate,Unemployed,Salaried,Rent,UT
437,Male,38,Married,3,Graduate,Self-Employed,Freelancer,Other,NJ
438,Female,58,Married,0,High School,Unemployed,Professional,Rent,FL
439,Male,22,Single,3,High School,Employed,Salaried,Own,CA
440,Male,36,Single,2,Graduate,Employed,Freelancer,Rent,CA
441,Male,44,Single,2,Postgraduate,Unemployed,Freelancer,Own,GA
442,Female,67,Married,1,High School,Employed,Professional,Rent,NY
443,Female,41,Married,0,High School,Employed,Business,Own,FL
444,Female,44,Single,3,High School,Unemployed,Freelancer,Own,IL
445,Male,25,Married,0,Graduate,Self-Employed,Salaried,Rent,CA
446,Female,42,Married,2,High School,Employed,Professional,Own,MA
447,Male,18,Married,3,Postgraduate,Self-Employed,Business,Other,OH
448,Male,53,Divorced,3,Graduate,Employed,Business,Own,GA
449,Female,36,Single,1,Postgraduate,Self-Employed,Professional,Own,MD
450,Female,40,Married,0,Graduate,Unemployed,Professional,Own,NV
451,Male,22,Single,3,High School,Self-Employed,Business,Rent,DE
452,Male,42,Single,0,High School,Employed,Freelancer,Own,FL
453,Male,42,Married,1,High School,Employed,Freelancer,Own,TX
454,Female,68,Married,3,High School,Unemployed,Business,Own,IL
455,Female,37,Single,0,High School,Self-Employed,Business,Own,WA
456,Female,25,Single,3,High School,Employed,Professional,Own,FL
457,Female,32,Married,3,Graduate,Unemployed,Freelancer,Own,AZ
458,Female,25,Married,0,Graduate,Employed,Business,Own,MI
459,Female,44,Single,3,Graduate,Self-Employed,Professional,Own,TX
460,Male,31,Single,3,High School,Self-Employed,Salaried,Own,UT
461,Female,43,Divorced,3,Graduate,Self-Employed,Professional,Rent,VA
462,Female,49,Married,3,Graduate,Unemployed,Salaried,Own,CA
463,Male,46,Single,2,High School,Self-Employed,Business,Other,NY
464,Male,27,Married,3,Postgraduate,Employed,Salaried,Rent,HI
465,Male,46,Single,0,High School,Employed,Professional,Other,VA
466,Female,42,Married,1,Postgraduate,Self-Employed,Business,Rent,GA
467,Male,45,Married,3,Postgraduate,Unemployed,Freelancer,Own,TX
468,Female,35,Single,3,Postgraduate,Employed,Salaried,Own,CA
469,Female,48,Married,3,High School,Employed,Professional,Own,CA
470,Male,23,Single,2,High School,Self-Employed,Professional,Rent,NC
471,Female,44,Single,3,Postgraduate,Employed,Professional,Rent,MD
472,Male,31,Single,1,Graduate,Employed,Freelancer,Rent,MA
473,Female,31,Married,0,Graduate,Self-Employed,Freelancer,Rent,VA
474,Male,28,Single,2,Graduate,Unemployed,Professional,Own,MA
475,Female,45,Divorced,3,Graduate,Employed,Business,Own,PA
476,Female,22,Married,2,High School,Employed,Salaried,Other,NY
477,Male,37,Married,2,Graduate,Employed,Salaried,Own,UT
478,Male,37,Divorced,3,Graduate,Employed,Business,Own,SC
479,Female,44,Divorced,3,High School,Self-Employed,Freelancer,Own,CT
480,Female,25,Single,0,High School,Unemployed,Business,Own,VA
481,Female,26,Married,1,Graduate,Employed,Business,Own,MI
482,Male,42,Single,3,High School,Unemployed,Freelancer,Own,PA
483,Male,28,Single,3,Graduate,Self-Employed,Professional,Own,VA
484,Male,38,Single,1,Graduate,Unemployed,Professional,Own,NY
485,Male,29,Divorced,2,High School,Unemployed,Freelancer,Own,NY
486,Female,43,Married,2,Graduate,Self-Employed,Freelancer,Rent,CA
487,Female,40,Married,3,Graduate,Self-Employed,Professional,Own,GA
488,Female,44,Single,3,Graduate,Unemployed,Professional,Own,UT
489,Female,52,Married,0,High School,Employed,Professional,Rent,CA
490,Male,37,Single,1,Graduate,Unemployed,Salaried,Own,IL
491,Male,38,Single,3,Postgraduate,Self-Employed,Freelancer,Own,CA
492,Male,29,Married,2,High School,Self-Employed,Freelancer,Rent,CA
493,Male,36,Married,2,Graduate,Self-Employed,Salaried,Own,PA
494,Female,37,Married,2,Graduate,Employed,Business,Own,NY
495,Female,40,Single,3,High School,Self-Employed,Professional,Own,CA
496,Male,40,Married,3,Graduate,Employed,Freelancer,Own,CO
497,Female,43,Married,1,Postgraduate,Employed,Freelancer,Rent,TX
498,Female,46,Single,1,High School,Employed,Professional,Own,TX
499,Female,21,Single,2,Graduate,Self-Employed,Freelancer,Own,WV
500,Male,30,Married,3,High School,Employed,Salaried,Own,NJ
501,Female,42,Single,1,Graduate,Employed,Business,Own,MD
502,Male,37,Divorced,2,Postgraduate,Employed,Freelancer,Own,TX
503,Male,36,Married,3,Postgraduate,Employed,Professional,Rent,IL
504,Female,36,Married,2,High School,Self-Employed,Business,Rent,MN
505,Male,41,Single,1,Postgraduate,Employed,Business,Other,WI
506,Male,34,Divorced,2,Graduate,Employed,Freelancer,Own,VA
507,Male,24,Married,1,Graduate,Self-Employed,Salaried,Rent,CO
508,Male,38,Single,2,Graduate,Employed,Professional,Own,OK
509,Male,63,Married,1,Graduate,Employed,Salaried,Own,CA
510,Male,56,Single,3,Graduate,Self-Employed,Professional,Own,AZ
511,Male,45,Married,0,High School,Unemployed,Business,Own,FL
512,Male,25,Single,0,Postgraduate,Self-Employed,Freelancer,Own,MD
513,Male,31,Married,3,Postgraduate,Self-Employed,Freelancer,Own,WA
514,Male,20,Married,1,High School,Employed,Business,Other,CA
515,Female,33,Single,3,Graduate,Self-Employed,Business,Rent,TX
516,Female,35,Married,2,Postgraduate,Employed,Freelancer,Rent,NY
517,Male,47,Divorced,0,High School,Employed,Freelancer,Rent,CT
518,Male,47,Married,3,Postgraduate,Unemployed,Business,Rent,TX
519,Female,64,Single,2,Graduate,Employed,Freelancer,Own,HI
520,Male,47,Divorced,3,High School,Employed,Professional,Rent,MN
521,Male,29,Married,1,Postgraduate,Employed,Business,Rent,NY
522,Female,43,Divorced,2,Graduate,Employed,Salaried,Own,OH
523,Female,43,Married,3,High School,Unemployed,Freelancer,Other,CA
524,Female,21,Single,1,High School,Unemployed,Freelancer,Rent,LA
525,Male,69,Married,2,Graduate,Employed,Professional,Rent,IL
526,Female,37,Married,3,High School,Unemployed,Salaried,Own,PA
527,Female,30,Married,2,Postgraduate,Employed,Freelancer,Own,FL
528,Female,46,Married,3,Postgraduate,Unemployed,Business,Rent,VA
529,Male,31,Divorced,2,High School,Unemployed,Salaried,Rent,CA
530,Female,33,Single,3,Postgraduate,Employed,Freelancer,Other,GA
531,Female,25,Married,0,High School,Unemployed,Salaried,Rent,OR
532,Male,42,Single,1,High School,Unemployed,Professional,Rent,SC
533,Male,41,Single,3,High School,Self-Employed,Professional,Rent,WA
534,Male,33,Divorced,3,High School,Self-Employed,Freelancer,Own,NC
535,Male,58,Married,0,Postgraduate,Employed,Freelancer,Other,NY
536,Male,68,Single,2,Graduate,Employed,Salaried,Rent,NY
537,Male,68,Married,3,Graduate,Self-Employed,Business,Own,GA
538,Male,45,Single,0,Graduate,Employed,Professional,Own,MO
539,Female,35,Single,2,Postgraduate,Unemployed,Business,Other,TX
540,Female,40,Single,1,Graduate,Unemployed,Business,Own,NY
541,Male,58,Single,2,Graduate,Unemployed,Freelancer,Own,TX
542,Female,39,Married,1,Graduate,Employed,Professional,Own,GA
543,Female,35,Married,0,Graduate,Unemployed,Professional,Rent,NV
544,Male,32,Married,0,High School,Employed,Freelancer,Rent,FL
545,Female,27,Single,0,Graduate,Unemployed,Business,Rent,MI
546,Female,38,Divorced,2,High School,Unemployed,Business,Own,MT
547,Female,30,Married,2,Graduate,Self-Employed,Freelancer,Own,OH
548,Female,29,Married,2,Postgraduate,Employed,Professional,Own,NY
549,Female,35,Married,3,High School,Unemployed,Professional,Own,NM
550,Female,45,Married,0,Graduate,Employed,Freelancer,Own,TX
551,Female,34,Single,1,Graduate,Employed,Salaried,Rent,FL
552,Male,69,Single,1,High School,Employed,Salaried,Rent,MD
553,Male,35,Married,1,Postgraduate,Employed,Salaried,Other,CA
554,Female,30,Single,1,Graduate,Unemployed,Professional,Own,PA
555,Female,57,Single,3,Postgraduate,Self-Employed,Salaried,Own,FL
556,Male,48,Married,1,Graduate,Employed,Professional,Own,CA
557,Female,38,Married,2,High School,Employed,Business,Own,MA
558,Male,37,Single,0,Postgraduate,Employed,Professional,Own,KY
559,Female,52,Single,3,Graduate,Employed,Business,Own,VA
560,Female,30,Divorced,2,Postgraduate,Employed,Professional,Rent,IL
561,Male,66,Single,1,High School,Unemployed,Business,Rent,CA
562,Male,25,Married,2,Graduate,Employed,Professional,Own,MD
563,Female,35,Single,3,Graduate,Self-Employed,Freelancer,Own,AR
564,Female,25,Single,2,High School,Self-Employed,Professional,Rent,VA
565,Male,49,Divorced,0,Graduate,Self-Employed,Professional,Own,TX
566,Female,38,Married,0,High School,Self-Employed,Professional,Own,TX
567,Female,33,Married,1,Graduate,Self-Employed,Salaried,Own,FL
568,Female,34,Married,3,Graduate,Self-Employed,Freelancer,Rent,IL
569,Male,29,Married,1,High School,Unemployed,Salaried,Own,CA
570,Female,45,Married,1,High School,Employed,Business,Own,NM
571,Male,47,Divorced,1,Graduate,Unemployed,Professional,Own,NY
572,Female,53,Single,0,Graduate,Employed,Freelancer,Own,MO
573,Female,42,Married,2,Graduate,Employed,Freelancer,Rent,PA
574,Female,35,Married,2,High School,Employed,Salaried,Other,NJ
575,Female,39,Divorced,3,Graduate,Employed,Professional,Rent,NC
576,Male,33,Married,3,Graduate,Employed,Professional,Own,NY
577,Male,42,Married,0,Graduate,Self-Employed,Professional,Other,PA
578,Female,24,Single,2,Postgraduate,Unemployed,Salaried,Own,FL
579,Female,44,Single,3,Postgraduate,Self-Employed,Professional,Own,CT
580,Female,28,Divorced,3,High School,Unemployed,Professional,Own,TX
581,Male,26,Divorced,3,Graduate,Employed,Salaried,Rent,CO
582,Female,26,Single,1,High School,Employed,Freelancer,Rent,TX
583,Male,36,Married,3,Graduate,Unemployed,Business,Own,GA
584,Male,43,Single,1,Graduate,Employed,Business,Own,VA
585,Female,46,Single,0,High School,Employed,Professional,Own,CA
586,Male,33,Married,0,High School,Employed,Business,Other,NJ
587,Female,48,Married,1,Graduate,Unemployed,Business,Own,IL
588,Male,49,Single,3,Postgraduate,Employed,Business,Own,NC
589,Female,47,Married,0,Graduate,Self-Employed,Salaried,Own,TX
590,Male,49,Single,3,High School,Self-Employed,Professional,Own,AZ
591,Female,34,Married,0,Graduate,Self-Employed,Salaried,Other,WA
592,Male,33,Married,1,High School,Employed,Freelancer,Own,CA
593,Male,29,Married,0,High School,Employed,Freelancer,Rent,GA
594,Female,47,Single,0,Graduate,Self-Employed,Salaried,Own,GA
595,Female,50,Married,3,High School,Unemployed,Professional,Rent,OH
596,Male,40,Divorced,2,Graduate,Self-Employed,Business,Own,AR
597,Male,47,Single,3,Graduate,Employed,Freelancer,Own,KY
598,Male,33,Married,3,Postgraduate,Employed,Freelancer,Own,LA
599,Male,29,Single,3,High School,Employed,Professional,Own,TX
600,Male,28,Married,0,High School,Employed,Professional,Rent,PA
601,Female,29,Single,2,Postgraduate,Employed,Freelancer,Own,AR
602,Male,28,Single,2,High School,Unemployed,Business,Other,NC
603,Male,49,Single,2,Graduate,Self-Employed,Professional,Rent,AZ
604,Male,38,Single,0,Graduate,Employed,Freelancer,Own,OH
605,Male,32,Married,0,Graduate,Unemployed,Freelancer,Own,MD
606,Female,37,Married,1,Graduate,Unemployed,Salaried,Own,IL
607,Female,45,Married,3,Graduate,Employed,Professional,Own,IL
608,Male,35,Married,1,Graduate,Employed,Business,Own,CA
609,Male,45,Married,2,Graduate,Employed,Professional,Rent,CT
610,Male,45,Single,1,Graduate,Employed,Professional,Rent,MO
611,Male,47,Married,3,High School,Employed,Salaried,Rent,IL
612,Female,45,Married,1,Graduate,Self-Employed,Salaried,Own,NY
613,Female,38,Divorced,1,Graduate,Self-Employed,Salaried,Own,OK
614,Female,34,Single,2,High School,Self-Employed,Business,Own,NJ
615,Male,24,Married,1,High School,Self-Employed,Professional,Other,MO
616,Male,68,Single,3,Graduate,Employed,Business,Rent,TX
617,Male,41,Single,0,Graduate,Employed,Freelancer,Own,IL
618,Male,48,Married,2,Postgraduate,Unemployed,Business,Own,AZ
619,Female,43,Single,3,Graduate,Employed,Salaried,Rent,MA
620,Male,53,Divorced,2,High School,Employed,Salaried,Rent,MO
621,Male,44,Married,2,Graduate,Employed,Professional,Own,MO
622,Female,49,Single,1,Postgraduate,Unemployed,Freelancer,Rent,SC
623,Male,38,Single,0,Graduate,Unemployed,Business,Other,GA
624,Male,47,Married,2,Graduate,Employed,Business,Own,MO
625,Male,36,Single,2,Postgraduate,Self-Employed,Salaried,Own,CO
626,Male,35,Single,3,High School,Employed,Business,Own,CA
627,Female,47,Single,1,Postgraduate,Employed,Professional,Rent,PA
628,Female,41,Single,0,High School,Unemployed,Professional,Own,CA
629,Male,25,Single,3,High School,Employed,Professional,Rent,NJ
630,Female,33,Married,2,Graduate,Unemployed,Professional,Own,FL
631,Male,44,Married,2,High School,Self-Employed,Business,Own,WI
632,Female,18,Divorced,0,Graduate,Employed,Salaried,Own,WI
633,Female,34,Single,1,Graduate,Self-Employed,Professional,Rent,CA
634,Female,35,Single,0,Graduate,Unemployed,Salaried,Rent,SC
635,Male,29,Single,1,High School,Self-Employed,Freelancer,Rent,IL
636,Male,33,Single,3,Graduate,Employed,Salaried,Own,LA
637,Male,27,Married,2,Graduate,Employed,Salaried,Own,FL
638,Male,26,Married,2,Graduate,Employed,Salaried,Rent,MI
639,Female,42,Single,2,High School,Employed,Professional,Other,MI
640,Female,38,Married,2,High School,Employed,Salaried,Rent,VA
641,Male,47,Married,0,Postgraduate,Unemployed,Freelancer,Rent,NC
642,Female,29,Married,2,High School,Employed,Salaried,Own,NC
643,Female,48,Single,2,Graduate,Unemployed,Salaried,Own,MA
644,Female,38,Married,3,High School,Self-Employed,Salaried,Rent,MI
645,Male,29,Single,3,High School,Employed,Freelancer,Own,MO
646,Male,19,Married,1,Postgraduate,Self-Employed,Professional,Own,IL
647,Female,31,Married,2,High School,Employed,Salaried,Rent,CA
648,Male,47,Married,1,Graduate,Employed,Business,Own,NV
649,Male,48,Married,2,Postgraduate,Employed,Professional,Own,AZ
650,Female,42,Married,0,High School,Self-Employed,Professional,Rent,OH
651,Male,40,Single,2,High School,Unemployed,Salaried,Own,KS
652,Female,46,Married,1,Graduate,Employed,Freelancer,Other,CA
653,Male,29,Single,2,Graduate,Unemployed,Salaried,Own,VA
654,Male,69,Single,0,Postgraduate,Employed,Salaried,Rent,MD
655,Female,36,Single,3,High School,Employed,Professional,Own,WI
656,Male,37,Married,1,Graduate,Self-Employed,Salaried,Own,CA
657,Male,32,Married,0,Postgraduate,Unemployed,Salaried,Rent,IL
658,Female,38,Married,0,Graduate,Unemployed,Professional,Rent,TX
659,Male,48,Married,0,High School,Self-Employed,Salaried,Own,AR
660,Male,29,Married,1,Postgraduate,Employed,Professional,Own,TX
661,Female,28,Single,3,Postgraduate,Unemployed,Professional,Own,IL
662,Female,26,Married,0,Postgraduate,Self-Employed,Business,Rent,NC
663,Female,39,Single,1,High School,Unemployed,Professional,Own,AR
664,Female,38,Married,1,High School,Employed,Salaried,Own,CA
665,Female,29,Single,2,High School,Self-Employed,Business,Own,CA
666,Female,39,Single,1,High School,Employed,Salaried,Own,GA
667,Female,28,Divorced,0,Postgraduate,Employed,Freelancer,Other,MI
668,Female,42,Married,1,Graduate,Employed,Salaried,Rent,PA
669,Male,46,Married,2,Postgraduate,Employed,Freelancer,Other,CA
670,Male,29,Married,0,High School,Self-Employed,Business,Rent,MN
671,Female,46,Married,3,High School,Employed,Business,Own,MI
672,Male,34,Single,2,High School,Employed,Freelancer,Own,KS
673,Female,46,Married,1,Graduate,Employed,Freelancer,Other,NJ
674,Female,45,Married,0,Graduate,Self-Employed,Freelancer,Other,NV
675,Male,38,Single,0,Graduate,Employed,Professional,Rent,NY
676,Female,40,Married,0,Graduate,Employed,Freelancer,Rent,IL
677,Male,41,Single,1,Graduate,Self-Employed,Salaried,Rent,PA
678,Female,43,Married,1,Graduate,Employed,Salaried,Own,NY
679,Female,30,Single,1,Graduate,Unemployed,Freelancer,Own,CT
680,Male,62,Single,2,High School,Employed,Professional,Rent,NY
681,Female,62,Single,2,Graduate,Self-Employed,Professional,Own,FL
682,Female,26,Married,2,High School,Unemployed,Salaried,Other,TX
683,Male,39,Married,3,Graduate,Self-Employed,Freelancer,Own,GA
684,Female,46,Married,2,Graduate,Self-Employed,Business,Other,NJ
685,Female,50,Divorced,2,Postgraduate,Self-Employed,Professional,Own,PA
686,Male,39,Single,2,Graduate,Self-Employed,Professional,Own,GA
687,Female,40,Married,0,Graduate,Self-Employed,Business,Own,CA
688,Female,35,Single,0,Graduate,Employed,Professional,Other,TX
689,Male,47,Married,2,Graduate,Employed,Salaried,Other,CO
690,Female,27,Single,0,Graduate,Employed,Salaried,Own,CA
691,Female,44,Single,0,High School,Self-Employed,Professional,Own,MN
692,Female,46,Single,3,Graduate,Unemployed,Freelancer,Own,CA
693,Female,45,Single,3,High School,Employed,Business,Rent,MD
694,Female,38,Single,0,High School,Employed,Professional,Own,NJ
695,Male,45,Married,2,Graduate,Employed,Professional,Other,NC
696,Male,29,Married,0,Graduate,Employed,Salaried,Rent,WA
697,Female,41,Divorced,1,Graduate,Employed,Business,Own,MD
698,Female,48,Married,1,High School,Self-Employed,Professional,Own,GA
699,Female,26,Divorced,3,Graduate,Employed,Business,Other,SC
700,Female,46,Married,3,Graduate,Employed,Salaried,Own,UT
701,Male,31,Single,3,Graduate,Employed,Professional,Own,FL
702,Female,34,Married,0,Graduate,Employed,Salaried,Rent,MD
703,Male,34,Divorced,1,Graduate,Unemployed,Salaried,Own,CA
704,Female,44,Single,1,High School,Employed,Business,Own,CA
705,Female,32,Married,3,High School,Employed,Freelancer,Own,TX
706,Female,18,Single,1,High School,Self-Employed,Salaried,Rent,GA
707,Female,40,Married,3,Graduate,Employed,Salaried,Own,CA
708,Female,58,Single,2,Postgraduate,Self-Employed,Professional,Own,CO
709,Female,40,Married,0,High School,Unemployed,Freelancer,Rent,MD
