applicant_id,loan_history,loan_amount_requested,loan_term,loan_purpose,interest_rate,loan_type,co-applicant,transaction_frequency
518,0,11091,190,Vehicle,5.36,Secured,No,12
519,0,16892,93,Education,10.68,Secured,No,24
520,0,20000,222,Vehicle,3.59,Secured,Yes,13
521,0,23269,116,Home,4.58,Secured,Yes,16
522,1,23825,136,Home,12.35,Secured,No,29
523,0,14695,239,Personal,14.33,Secured,No,16
524,0,10361,130,Personal,13.19,Secured,No,28
525,0,17136,88,Home,8.73,Secured,No,25
526,0,21680,29,Home,12.38,Secured,No,13
527,0,22251,22,Home,5.49,Secured,Yes,15
528,0,27672,203,Home,13.06,Unsecured,No,6
529,0,24208,148,Education,7.14,Secured,Yes,10
530,0,18922,120,Home,8.11,Unsecured,No,26
531,0,6773,215,Personal,11.58,Secured,Yes,29
532,0,7864,39,Vehicle,14.77,Secured,No,15
533,0,12265,172,Vehicle,6.54,Secured,No,21
534,0,25933,141,Personal,5.92,Secured,No,26
535,0,15964,219,Personal,9.34,Unsecured,No,28
536,0,12211,61,Home,7.2,Secured,Yes,5
537,1,5973,142,Personal,7.18,Secured,No,17
538,0,24212,168,Education,3.61,Secured,Yes,5
539,0,25287,237,Personal,7.67,Secured,Yes,26
540,0,31017,218,Vehicle,3.73,Secured,Yes,20
541,1,7211,28,Home,4.82,Unsecured,No,17
542,1,29487,81,Home,11.7,Unsecured,Yes,15
543,1,20000,94,Personal,4.43,Unsecured,Yes,15
544,0,20000,43,Personal,6.33,Secured,Yes,17
545,0,20686,192,Education,9.02,Secured,Yes,11
546,0,29682,182,Education,10.71,Unsecured,No,15
547,0,20000,234,Home,9.1,Secured,Yes,18
548,0,20000,96,Vehicle,4.27,Unsecured,No,29
549,0,28335,25,Home,4.25,Secured,Yes,7
550,1,14234,137,Vehicle,7.84,Secured,Yes,24
551,0,32561,53,Home,9.13,Unsecured,No,10
552,0,10828,167,Personal,6,Secured,No,10
553,0,24850,66,Home,12.97,Unsecured,No,29
554,0,24350,208,Personal,10.64,Unsecured,Yes,8
555,0,10393,167,Home,5.61,Secured,Yes,17
556,0,20000,231,Vehicle,7.72,Unsecured,No,20
557,0,24032,69,Education,8.9,Secured,No,23
558,0,20889,230,Vehicle,7.63,Secured,No,6
559,0,5168,84,Personal,7.62,Secured,No,28
560,0,21288,229,Home,10,Secured,Yes,26
561,1,24944,55,Vehicle,4.94,Unsecured,Yes,5
562,0,20079,213,Personal,5.1,Unsecured,Yes,25
563,0,25844,133,Personal,12.14,Secured,Yes,17
564,1,30149,48,Personal,12.93,Secured,Yes,14
565,1,26044,223,Vehicle,8.11,Unsecured,Yes,5
566,0,33988,233,Home,9.43,Unsecured,No,14
567,0,28666,95,Education,5.1,Secured,No,23
568,1,20000,75,Home,4.18,Secured,No,12
569,0,18005,192,Vehicle,14.51,Unsecured,Yes,10
570,0,27879,84,Education,14.64,Secured,No,27
571,0,20000,149,Vehicle,9.11,Unsecured,Yes,21
572,0,5017,148,Home,10.32,Secured,No,27
573,0,24545,13,Personal,12.94,Unsecured,No,18
574,0,26416,214,Education,7.6,Unsecured,No,20
575,0,5895,231,Home,10.6,Secured,Yes,25
576,1,22399,167,Home,4.83,Unsecured,Yes,27
577,0,20630,93,Personal,6.13,Secured,Yes,20
578,0,8486,36,Home,12.31,Unsecured,Yes,7
579,0,22254,202,Personal,10.12,Secured,Yes,5
580,0,28948,90,Education,11.94,Secured,No,8
581,0,26033,46,Home,6.5,Unsecured,Yes,11
582,0,27156,219,Education,7.3,Secured,No,26
583,1,20812,102,Home,8.31,Secured,Yes,9
584,0,33624,227,Home,7.38,Unsecured,No,19
585,0,20000,29,Home,12.57,Secured,Yes,11
586,1,20000,196,Education,14.51,Secured,No,6
587,0,26408,214,Home,3.57,Unsecured,Yes,11
588,1,26449,204,Home,5.16,Secured,No,8
589,0,22319,102,Home,11.08,Unsecured,No,17
590,0,21267,34,Vehicle,12.11,Unsecured,No,28
591,0,30950,42,Education,11.27,Secured,Yes,25
592,1,25546,92,Education,12.56,Secured,No,11
593,0,20090,55,Home,5.61,Secured,No,10
594,0,20133,147,Home,4.34,Secured,Yes,15
595,0,27094,204,Personal,4.85,Unsecured,No,8
596,1,21395,84,Home,6.47,Secured,Yes,9
597,1,20808,129,Education,6.71,Secured,Yes,19
598,0,29178,119,Education,10.63,Secured,Yes,15
599,0,39619,30,Home,12.94,Unsecured,Yes,10
600,0,24049,120,Vehicle,13.78,Secured,No,6
601,0,21195,73,Education,11.08,Unsecured,No,8
602,0,22072,201,Home,12.15,Unsecured,Yes,6
603,1,21419,235,Vehicle,6.97,Unsecured,No,11
604,1,20000,218,Personal,6.21,Secured,Yes,23
605,0,28771,166,Education,10.3,Unsecured,Yes,7
606,0,23776,216,Home,12.09,Unsecured,No,10
607,1,37302,200,Education,12.02,Secured,No,13
608,0,20092,91,Personal,7.91,Unsecured,Yes,11
609,0,22241,94,Home,5.51,Unsecured,Yes,17
610,0,29625,223,Personal,7.53,Secured,No,11
611,0,20000,101,Education,13.67,Secured,No,29
612,1,20212,139,Home,5.08,Secured,Yes,16
613,0,28550,147,Home,8.26,Secured,No,10
614,0,27130,16,Personal,14.1,Unsecured,No,6
615,1,16221,25,Education,11.12,Unsecured,Yes,27
616,0,10959,152,Vehicle,12.64,Secured,Yes,12
617,0,26855,203,Home,9.9,Unsecured,Yes,13
618,0,20921,222,Home,13.82,Unsecured,No,13
619,0,7292,159,Home,6.93,Unsecured,Yes,21
620,0,26428,69,Home,10.65,Secured,Yes,18
621,0,23520,178,Vehicle,10.75,Secured,Yes,24
622,0,22592,113,Home,8.47,Secured,Yes,16
623,0,20389,171,Vehicle,12.42,Unsecured,No,15
624,1,29375,27,Personal,6.79,Secured,No,29
625,0,20970,204,Home,4.91,Secured,No,18
626,0,20195,190,Home,4.02,Unsecured,No,14
627,0,23227,176,Personal,8.57,Secured,No,19
628,0,8509,235,Education,9.51,Secured,Yes,10
629,0,22522,104,Home,5.55,Unsecured,No,23
630,0,26672,31,Home,6.32,Secured,No,16
631,1,9423,186,Home,9.82,Secured,No,5
632,0,8620,119,Home,4.42,Secured,Yes,24
633,0,28076,217,Vehicle,5.33,Secured,Yes,24
634,0,22023,192,Home,4.52,Secured,Yes,14
635,0,20551,72,Home,13.59,Secured,Yes,28
636,1,25838,50,Home,6.66,Unsecured,No,12
637,0,23007,35,Personal,13.54,Secured,Yes,23
638,0,26650,211,Education,9.37,Secured,No,27
639,0,23375,233,Home,13.77,Secured,Yes,14
640,0,29148,73,Home,8.26,Secured,No,17
641,0,22638,197,Education,9,Secured,No,7
642,0,26602,92,Home,5.28,Unsecured,No,6
643,0,33650,61,Education,6.31,Secured,Yes,6
644,0,24989,101,Home,10.37,Secured,No,8
645,0,22111,107,Vehicle,13.15,Unsecured,No,19
646,1,6361,207,Vehicle,4.4,Secured,No,21
647,0,20000,118,Vehicle,5.66,Unsecured,No,23
648,0,20596,227,Education,5.83,Secured,No,24
649,0,12983,155,Home,6.57,Unsecured,Yes,14
650,0,21954,227,Vehicle,8.75,Unsecured,No,25
651,0,25115,211,Home,8.43,Secured,Yes,14
652,0,24018,87,Home,4.04,Unsecured,No,10
653,0,27141,74,Home,14.64,Unsecured,Yes,19
654,0,7639,209,Personal,4.6,Unsecured,No,6
655,0,20000,63,Personal,10.33,Unsecured,Yes,5
656,0,27681,206,Personal,10.24,Unsecured,No,17
657,0,30306,217,Personal,7.72,Secured,No,9
658,1,20468,213,Home,8.97,Unsecured,No,20
659,0,20708,131,Home,10.4,Unsecured,Yes,28
660,0,21191,113,Vehicle,12.88,Unsecured,Yes,24
661,0,23390,114,Home,9.07,Unsecured,No,21
662,0,14509,157,Home,3.55,Unsecured,No,27
663,0,24196,158,Education,9.9,Unsecured,Yes,26
664,0,20000,162,Vehicle,10.65,Unsecured,No,28
665,0,20683,136,Personal,7.69,Secured,No,27
666,0,30467,176,Education,12.79,Secured,No,13
667,0,27286,179,Vehicle,7.82,Unsecured,Yes,17
668,0,20000,233,Education,4.17,Secured,Yes,10
669,0,21367,137,Education,3.68,Unsecured,Yes,27
670,0,20000,112,Home,6.71,Unsecured,Yes,5
671,1,28085,232,Vehicle,5.26,Secured,No,20
672,1,10534,43,Personal,6.1,Unsecured,Yes,5
673,0,34970,64,Home,9.42,Secured,No,15
674,0,21510,144,Education,7.72,Secured,Yes,21
675,0,27796,133,Education,14.05,Secured,No,23
676,0,25299,128,Vehicle,10.46,Secured,Yes,15
677,0,20000,154,Home,5.48,Secured,No,25
678,0,20000,139,Personal,8.28,Unsecured,Yes,20
679,0,13657,149,Education,11.7,Secured,Yes,13
680,0,7426,201,Home,6.81,Unsecured,No,26
681,1,8282,171,Personal,10.16,Unsecured,No,8
682,0,22031,205,Home,13.59,Secured,No,17
683,0,20000,142,Home,7,Unsecured,No,19
684,0,20244,94,Home,11.7,Secured,Yes,15
685,0,7660,101,Home,6.82,Unsecured,Yes,26
686,0,28309,113,Home,4.19,Secured,No,19
687,1,25170,38,Education,6.46,Unsecured,No,19
688,0,35056,46,Personal,3.82,Unsecured,No,15
689,1,8057,33,Home,7.92,Unsecured,No,7
690,0,27533,130,Home,7.57,Secured,Yes,17
691,0,20044,168,Home,5.95,Unsecured,No,22
692,0,28798,208,Home,6.9,Unsecured,No,26
693,1,25213,47,Vehicle,14.26,Unsecured,Yes,10
694,0,31226,153,Home,5.32,Unsecured,Yes,24
695,0,24749,47,Vehicle,10.46,Unsecured,Yes,11
696,0,20109,225,Personal,4.4,Unsecured,Yes,15
697,0,20214,224,Personal,10.52,Secured,Yes,28
698,0,22992,127,Education,11.1,Unsecured,Yes,10
699,1,20000,234,Personal,7.43,Secured,Yes,9
700,0,22689,217,Home,8.07,Secured,No,9
701,0,20354,161,Home,14.98,Unsecured,Yes,6
702,1,26728,161,Education,4.03,Unsecured,Yes,6
703,0,20000,119,Home,4.45,Unsecured,Yes,22
704,0,33278,75,Vehicle,12.77,Secured,No,23
705,0,35032,91,Personal,12.44,Secured,No,19
706,0,11652,84,Home,7.82,Unsecured,Yes,27
707,0,32575,191,Home,13.29,Unsecured,Yes,7
708,0,5538,29,Home,8.47,Unsecured,Yes,21
709,0,20000,56,Personal,7.7,Secured,No,13
710,0,22238,71,Education,13.82,Unsecured,No,13
711,0,7804,229,Home,12.53,Secured,Yes,22
712,0,20000,142,Home,14.75,Secured,No,16
713,0,31123,141,Education,13.22,Secured,Yes,6
714,0,29806,159,Vehicle,14.32,Secured,No,9
715,0,24427,62,Education,12.31,Unsecured,No,16
716,0,16852,41,Personal,5.25,Secured,Yes,28
717,0,16102,148,Vehicle,5.9,Unsecured,No,20
718,0,18386,157,Education,8.95,Unsecured,Yes,6
719,0,20000,40,Education,6.77,Unsecured,Yes,17
720,1,5589,207,Home,9.24,Secured,Yes,17
721,0,5108,69,Vehicle,6.84,Secured,Yes,24
722,1,24807,105,Education,12.93,Unsecured,No,12
723,0,28291,130,Vehicle,10.04,Unsecured,No,12
724,0,5692,151,Personal,13.56,Secured,No,8
725,0,40419,171,Personal,9.82,Secured,Yes,8
726,0,21797,61,Home,7.12,Unsecured,No,28
727,0,22171,233,Home,9.84,Secured,No,23
728,0,17911,127,Home,9.05,Secured,Yes,25
729,0,20000,77,Home,11.86,Secured,No,20
730,0,35478,82,Education,12.91,Unsecured,No,23
731,0,20282,184,Home,3.89,Secured,Yes,6
732,0,19465,63,Vehicle,9.57,Unsecured,No,11
733,1,31572,156,Personal,9.32,Secured,No,29
734,1,20927,175,Home,10.28,Unsecured,Yes,24
735,0,20000,86,Personal,10,Secured,Yes,22
736,0,22843,111,Home,13.66,Unsecured,No,28
737,0,20000,136,Education,13.92,Unsecured,Yes,17
738,1,22283,78,Home,13.1,Secured,No,23
739,0,21720,202,Home,11.76,Secured,No,17
740,0,21354,72,Vehicle,14.3,Unsecured,No,21
741,0,22008,207,Personal,9.75,Unsecured,Yes,6
742,0,22311,201,Personal,10.46,Secured,No,21
743,0,9956,197,Home,4.52,Secured,Yes,5
744,0,24250,136,Home,11.17,Unsecured,Yes,15
745,0,21511,18,Vehicle,7.21,Unsecured,Yes,6
746,0,11911,97,Home,7.77,Unsecured,Yes,22
747,0,30228,58,Vehicle,13.2,Secured,Yes,18
748,0,26027,180,Vehicle,4.88,Unsecured,No,11
749,0,9058,41,Personal,10.31,Unsecured,Yes,16
750,0,31399,224,Vehicle,3.77,Secured,No,20
751,0,20126,36,Home,7.78,Unsecured,No,17
752,0,11720,189,Personal,14.65,Secured,Yes,29
753,0,29264,105,Personal,5.91,Unsecured,No,8
754,0,26106,59,Vehicle,10.13,Unsecured,Yes,15
755,0,35152,75,Vehicle,10.7,Secured,Yes,22
756,1,5997,23,Home,4.41,Secured,No,18
757,0,24736,224,Home,14.98,Secured,No,10
758,0,21948,202,Home,11.42,Secured,Yes,6
759,0,13971,149,Education,7.62,Secured,Yes,6
760,0,12489,175,Education,11.61,Secured,Yes,18
761,0,21925,69,Home,8.73,Unsecured,Yes,15
762,0,23750,138,Home,4.58,Unsecured,Yes,29
763,0,32405,52,Home,10.3,Secured,Yes,10
764,0,16886,105,Education,9.05,Secured,Yes,18
765,0,31117,170,Home,6.82,Secured,Yes,5
766,0,20000,14,Home,10.87,Secured,Yes,21
767,0,11615,22,Vehicle,3.67,Secured,No,29
768,0,11544,218,Home,8.68,Unsecured,No,17
769,0,22597,78,Vehicle,3.96,Unsecured,No,27
770,0,9066,224,Education,10.5,Unsecured,Yes,11
771,0,31371,100,Education,12.64,Unsecured,Yes,9
772,0,8961,22,Home,11.23,Secured,Yes,19
773,0,35417,136,Personal,11.08,Secured,Yes,27
774,1,20000,59,Home,13.6,Unsecured,Yes,13
775,0,11325,32,Education,12.84,Secured,Yes,9
776,0,24906,203,Education,12.13,Secured,Yes,6
777,1,20587,152,Home,12.02,Secured,Yes,29
778,1,13697,169,Home,9.91,Unsecured,Yes,29
779,0,12238,215,Home,11.67,Secured,No,11
780,0,39471,31,Education,6.88,Unsecured,No,23
781,0,36224,99,Home,6.71,Unsecured,No,13
782,1,22604,105,Home,6.57,Secured,No,19
783,0,20658,67,Vehicle,9.16,Unsecured,No,21
784,0,21867,81,Personal,6.02,Secured,No,8
785,0,20734,179,Personal,8.66,Unsecured,No,19
786,0,18054,79,Personal,7.21,Unsecured,Yes,14
787,1,37369,97,Home,10.92,Secured,Yes,12
788,1,21115,15,Education,11.06,Secured,No,26
789,0,22873,208,Education,12.86,Unsecured,Yes,28
790,0,13612,151,Home,11.34,Secured,Yes,12
791,0,23516,232,Home,7.35,Unsecured,Yes,10
792,1,20000,219,Vehicle,12.13,Secured,No,15
793,0,20000,71,Home,4.13,Secured,Yes,10
794,0,26361,212,Home,10.22,Unsecured,No,28
795,0,24036,171,Personal,13.8,Secured,No,5
796,0,9195,40,Vehicle,7.3,Secured,No,21
797,0,15547,151,Home,5.81,Secured,No,21
798,0,22270,209,Vehicle,6.92,Unsecured,Yes,21
799,0,21732,195,Home,9.49,Secured,Yes,29
800,0,6279,196,Education,7.81,Unsecured,No,7
801,0,15682,193,Vehicle,12.18,Secured,Yes,18
802,0,31633,19,Education,9.91,Secured,Yes,12
803,0,31273,56,Personal,5.26,Secured,Yes,8
804,0,23373,174,Vehicle,11.44,Unsecured,No,5
805,0,20622,119,Personal,14.19,Unsecured,Yes,17
806,0,5424,180,Home,11.36,Secured,No,10
807,0,6112,54,Vehicle,10.02,Unsecured,Yes,14
808,0,16759,60,Education,9.5,Unsecured,Yes,13
809,0,22512,42,Home,11.38,Secured,No,11
810,0,26215,60,Home,13.83,Unsecured,No,25
811,1,16820,146,Home,9.16,Unsecured,No,12
812,0,10599,106,Vehicle,6.27,Secured,Yes,18
813,0,34109,73,Vehicle,14.17,Secured,No,11
814,0,7667,39,Home,12.7,Secured,Yes,29
815,0,11414,101,Home,4.62,Secured,Yes,20
816,1,21688,126,Vehicle,8.79,Secured,Yes,6
817,0,21694,193,Home,5.7,Unsecured,Yes,15
818,0,28886,200,Home,7.53,Secured,No,29
819,0,36480,206,Vehicle,8.18,Secured,Yes,23
820,0,23049,29,Home,14.06,Unsecured,No,17
821,0,5405,79,Home,11.19,Secured,Yes,21
822,1,24695,91,Vehicle,8.12,Unsecured,No,17
823,1,24912,61,Vehicle,4.93,Unsecured,Yes,12
824,0,20000,210,Personal,6.25,Unsecured,Yes,5
825,0,20000,37,Vehicle,10.09,Secured,Yes,27
826,1,9997,93,Vehicle,7.75,Unsecured,Yes,10
827,0,24902,97,Vehicle,8.91,Secured,Yes,7
828,0,21730,20,Personal,4.98,Secured,Yes,21
829,0,13680,171,Personal,14.8,Unsecured,No,25
830,1,30633,73,Home,12.79,Unsecured,No,17
831,0,20434,157,Home,12.53,Secured,Yes,26
832,0,20083,57,Home,6.52,Unsecured,No,22
833,0,40117,36,Home,14.76,Unsecured,No,13
834,1,23974,89,Education,9.28,Unsecured,No,9
835,0,20322,51,Vehicle,6.4,Unsecured,Yes,16
836,0,26593,41,Education,13.47,Unsecured,No,11
837,0,9150,52,Home,8.58,Secured,No,28
838,1,30623,64,Personal,12.55,Secured,Yes,28
839,1,28617,86,Home,11.31,Secured,Yes,19
840,0,26386,94,Personal,7.98,Secured,Yes,29
841,0,20000,124,Home,10.31,Secured,No,19
842,0,20000,110,Personal,6.89,Secured,No,18
843,0,32115,227,Education,8.37,Secured,Yes,25
844,0,11110,209,Personal,12.98,Unsecured,Yes,14
845,0,30070,206,Home,14.11,Secured,No,8
846,0,20000,44,Personal,6.1,Secured,No,28
847,0,20000,27,Home,6.59,Secured,Yes,11
848,0,9436,125,Vehicle,4.87,Unsecured,No,11
849,0,34080,163,Personal,11.38,Secured,No,18
850,0,20659,33,Personal,5.58,Unsecured,No,18
851,0,23375,112,Personal,14.18,Unsecured,No,21
852,0,5249,209,Education,8.43,Secured,No,23
853,1,29760,56,Personal,11.41,Secured,Yes,23
854,0,5212,118,Vehicle,3.62,Unsecured,Yes,16
855,1,20000,118,Home,4.6,Unsecured,Yes,27
856,0,20000,187,Home,14.2,Unsecured,Yes,20
857,0,33658,127,Personal,9.9,Unsecured,No,19
858,1,27512,28,Home,12.94,Secured,No,25
859,0,22316,164,Personal,8.92,Secured,Yes,9
860,0,26326,51,Education,3.87,Unsecured,No,16
861,0,6070,208,Education,4.9,Secured,Yes,9
862,0,20000,236,Education,3.96,Secured,Yes,24
863,0,22050,191,Education,4.81,Unsecured,No,28
864,0,25379,131,Vehicle,9.72,Secured,No,21
865,0,24632,191,Personal,8.81,Unsecured,Yes,18
866,0,20000,178,Personal,10.83,Unsecured,Yes,18
867,0,22543,70,Home,9.57,Unsecured,No,26
868,0,20110,125,Home,10.42,Secured,Yes,16
869,1,7923,199,Home,6.65,Unsecured,No,14
870,0,12723,182,Personal,8.64,Secured,Yes,27
871,0,21574,168,Education,9.44,Secured,Yes,18
872,1,20000,130,Personal,9.18,Secured,No,19
873,0,20000,174,Vehicle,12.16,Secured,Yes,16
874,0,28273,136,Vehicle,14.94,Secured,Yes,8
875,0,20000,167,Home,11.84,Unsecured,Yes,14
876,0,22016,32,Education,10.64,Unsecured,Yes,10
877,1,9513,18,Personal,7.92,Unsecured,Yes,16
878,1,24630,75,Vehicle,11.48,Unsecured,No,28
879,0,20000,120,Home,8.23,Secured,No,7
880,0,23375,77,Home,11.26,Secured,Yes,10
881,0,27982,171,Personal,7.48,Unsecured,Yes,19
882,0,32547,65,Home,9.03,Unsecured,No,23
883,0,20000,59,Home,14.25,Unsecured,Yes,24
884,0,20289,109,Home,8.79,Secured,Yes,24
885,0,11503,78,Personal,4.19,Secured,No,9
886,0,32153,235,Personal,4.29,Unsecured,Yes,8
887,0,36351,65,Home,6.47,Secured,Yes,14
888,0,20000,129,Home,5.94,Unsecured,Yes,19
889,0,23933,27,Home,11.82,Unsecured,Yes,9
890,1,21813,27,Education,4.2,Unsecured,Yes,19
891,1,8278,65,Home,10.44,Secured,Yes,27
892,0,17319,117,Personal,7.23,Secured,Yes,15
893,0,10853,229,Home,14.6,Unsecured,Yes,24
894,0,24317,228,Vehicle,11.65,Unsecured,Yes,19
895,0,20765,182,Vehicle,4.64,Secured,Yes,11
896,1,25855,39,Home,8.58,Unsecured,Yes,8
897,1,21285,58,Vehicle,6.68,Unsecured,No,10
898,0,5891,181,Home,4.75,Unsecured,Yes,29
899,0,22028,202,Personal,13.76,Unsecured,No,8
900,1,28471,71,Personal,12.23,Secured,No,21
901,1,26179,226,Home,10.37,Secured,No,24
902,0,30306,223,Education,9.24,Secured,No,22
903,1,26105,78,Vehicle,12.39,Unsecured,No,18
904,0,20351,36,Home,6.46,Unsecured,No,16
905,0,22486,146,Vehicle,4.12,Secured,No,12
906,0,13276,163,Home,5.31,Unsecured,No,13
907,0,14758,208,Personal,14.54,Secured,Yes,15
908,0,29334,36,Home,11.3,Secured,No,19
909,0,31725,87,Personal,12.96,Unsecured,Yes,5
910,0,23623,105,Education,11.56,Secured,Yes,7
911,0,20587,160,Vehicle,12.14,Secured,Yes,7
912,0,33143,179,Vehicle,8.92,Unsecured,Yes,8
913,1,31959,144,Home,9.33,Unsecured,No,17
914,0,20350,221,Vehicle,12.84,Secured,No,17
915,0,31394,200,Home,6.86,Unsecured,Yes,13
916,0,20000,130,Education,12.09,Unsecured,No,10
917,1,35663,90,Home,11.05,Secured,Yes,24
918,0,16053,129,Vehicle,8.54,Secured,Yes,27
919,0,5550,22,Vehicle,14.99,Secured,No,21
920,0,23122,227,Home,4.08,Secured,Yes,28
921,0,13749,169,Vehicle,8.16,Unsecured,Yes,20
922,0,20958,94,Personal,9.6,Unsecured,No,10
923,1,5916,137,Home,11.59,Secured,Yes,23
924,0,25653,206,Personal,11,Unsecured,No,15
925,0,30606,170,Education,11.73,Secured,Yes,9
926,0,31792,69,Home,10.44,Secured,Yes,26
927,0,23599,229,Personal,7.27,Unsecured,Yes,26
928,1,20000,196,Home,10.75,Unsecured,Yes,17
929,0,29729,93,Education,5.48,Secured,No,7
930,0,26249,108,Home,9.83,Unsecured,No,27
931,0,27580,101,Vehicle,4.23,Secured,No,8
932,1,10899,69,Vehicle,9.54,Secured,No,21
933,1,7550,131,Vehicle,3.97,Unsecured,No,24
934,0,20119,164,Personal,10.55,Secured,No,29
935,0,22111,77,Education,13.49,Unsecured,No,8
936,1,20533,87,Education,8.87,Secured,No,7
937,0,20000,18,Home,14.62,Secured,Yes,20
938,0,12562,158,Home,6.48,Unsecured,Yes,27
939,0,36875,41,Home,7.15,Secured,Yes,12
940,1,20000,192,Vehicle,4.81,Unsecured,Yes,19
941,1,24274,43,Education,6.89,Unsecured,Yes,12
942,0,29062,92,Personal,11.96,Unsecured,No,26
943,0,25327,171,Home,14.84,Secured,Yes,10
944,0,12647,113,Vehicle,5.58,Unsecured,Yes,21
945,1,21199,51,Home,12.36,Secured,No,11
946,0,21175,216,Home,11.25,Unsecured,Yes,22
947,0,22589,221,Vehicle,4.4,Secured,No,26
948,0,19664,80,Personal,14.49,Unsecured,Yes,18
949,1,24558,74,Vehicle,10.44,Secured,Yes,8
950,0,21090,84,Education,5.99,Secured,No,23
951,0,22539,232,Education,13.22,Unsecured,No,18
952,1,20000,54,Education,13.25,Unsecured,No,22
953,1,28429,152,Education,8.2,Unsecured,Yes,5
954,0,16478,43,Education,4.66,Unsecured,No,19
955,0,21271,227,Vehicle,8.81,Secured,Yes,21
956,0,26578,108,Home,4.46,Secured,Yes,13
957,0,21501,49,Vehicle,14.84,Secured,Yes,5
958,0,38341,184,Education,4.03,Secured,No,18
959,0,22291,38,Vehicle,13.11,Unsecured,No,25
960,0,8908,205,Education,7.08,Unsecured,Yes,5
961,0,20000,77,Education,4.45,Unsecured,No,12
962,0,30152,220,Home,3.82,Unsecured,No,13
963,0,20000,130,Home,6.24,Unsecured,Yes,14
964,0,27475,225,Home,3.92,Secured,Yes,27
965,0,23545,173,Vehicle,10.83,Unsecured,No,13
966,0,20000,196,Personal,10.3,Unsecured,No,9
967,0,7739,38,Education,12.04,Secured,Yes,20
968,0,20137,165,Vehicle,4.27,Secured,No,12
969,0,32855,116,Home,7.85,Secured,No,27
970,1,30911,159,Vehicle,9.23,Unsecured,Yes,13
971,0,36675,64,Vehicle,4.24,Unsecured,No,14
972,0,10128,62,Education,9.49,Unsecured,Yes,19
973,0,8031,103,Education,6.76,Unsecured,No,23
974,0,20000,61,Vehicle,8.62,Unsecured,No,19
975,0,20000,178,Vehicle,9.68,Unsecured,No,7
976,0,20188,228,Home,3.99,Unsecured,No,16
977,0,20000,232,Home,11.44,Unsecured,Yes,14
978,1,20000,239,Education,9.46,Unsecured,Yes,13
979,0,41844,212,Home,8.13,Secured,No,26
980,1,35660,28,Education,4.39,Unsecured,No,26
981,0,23226,204,Vehicle,4.8,Unsecured,Yes,21
982,0,8188,219,Education,10.87,Unsecured,Yes,23
983,1,26684,136,Home,12.07,Secured,Yes,5
984,0,27534,188,Home,14.21,Secured,No,5
985,0,12300,40,Education,4.46,Secured,No,20
986,0,23483,36,Home,7.7,Secured,No,6
987,0,20000,131,Vehicle,5.58,Secured,Yes,15
988,0,23396,218,Home,7.1,Unsecured,No,22
989,0,42809,19,Vehicle,9.6,Secured,Yes,6
990,0,6671,40,Personal,5.36,Unsecured,No,11
991,0,6348,28,Vehicle,11.42,Unsecured,Yes,6
992,0,20000,193,Home,11.07,Unsecured,Yes,28
993,0,20954,20,Home,11.73,Secured,Yes,5
994,0,20908,64,Education,10.08,Secured,No,26
995,0,24414,177,Vehicle,4.93,Secured,No,19
996,1,20000,72,Home,10.89,Secured,Yes,11
997,0,10853,162,Home,5.49,Secured,No,12
998,0,20000,78,Home,6.88,Unsecured,Yes,22
999,0,15054,136,Home,12.83,Unsecured,Yes,25
1000,0,20000,237,Home,13.02,Secured,Yes,22
1001,0,21758,148,Education,14.02,Unsecured,No,17
1002,1,21161,160,Personal,3.59,Unsecured,No,22
1003,1,10293,205,Vehicle,10.31,Secured,No,13
1004,1,6181,72,Education,12.45,Secured,Yes,6
1005,1,5145,220,Education,12.79,Unsecured,Yes,19
1006,0,25768,212,Education,4.73,Secured,Yes,28
1007,0,20000,177,Education,14.13,Secured,Yes,18
1008,0,5479,95,Home,10.65,Secured,Yes,12
1009,0,27219,190,Personal,10.82,Secured,No,19
1010,0,20000,206,Home,7.34,Secured,No,18
